,usim,manufacturer,latitude,longitude,address,facility_type,floor,notice,geometry,sigungu
5777,01232973145,엔티모아,33.394,126.373,제주특별자치도 제주시 애월읍 평화로 1885 (애월읍),SKT1,[지상] 1/3층,제주안전체험관,POINT (895188.0893362021 1489719.5842945897),제주시
5778,01232973304,엔티모아,33.394,126.373,제주특별자치도 제주시 애월읍 평화로 1885 (애월읍),SKT1,[지상] 3/3층,제주안전체험관,POINT (895188.0893362021 1489719.5842945897),제주시
5779,01232973326,엔티모아,35.123,127.691,"전라남도 광양시 다압면 섬진강매화로 2149 (다압면, 광양소방서다압출장소)",SKT1,[지상] 2/3층,광영119안전센터 다압119지역대,POINT (1017402.9557775785 1680885.1042874844),광양시
5780,01232973351,엔티모아,35.016,127.619,"전라남도 광양시 옥룡면 신재로 624 (옥룡면, 옥룡면사무소)",SKT1,[지상] 2/2층,옥룡119지역대,POINT (1010856.8353925907 1669008.8554843257),광양시
5781,01232973358,우리넷,35.016,127.619,"전라남도 광양시 옥룡면 신재로 624 (옥룡면, 옥룡면사무소)",SKT1,[지상] 2/2층,옥룡119지역대,POINT (1010856.8353925907 1669008.8554843257),광양시
5782,01232973368,엔티모아,35.123,127.691,"전라남도 광양시 다압면 섬진강매화로 2149 (다압면, 광양소방서다압출장소)",SKT2,[지상] 1/3층,광영119안전센터 다압119지역대,POINT (1017402.9557775785 1680885.1042874844),광양시
5783,01232970695,우리넷,37.285,127.052,경기도 수원시 영통구 도청로17번길 40 (이의동),SKT1,[지상] 1/1층,이의119안전센터,POINT (960287.8805180116 1920768.140783195),수원시 영통구
5784,01232970696,우리넷,37.474,127.638,경기도 양평군 지평면 지평의병로 116 (지평면) 지평119지역대,SKT1,[지상] 1/2층,지평119지역대,POINT (1012202.0614102586 1941650.759772657),양평군
5785,01232970620,우리넷,37.524,129.118,"강원도 동해시 천곡로 120 (천곡동, 동해소방서)",SKT1,[지상] 2/3층,동해소방서,POINT (1142974.3055469738 1948418.74844218),동해시
5786,01232970726,우리넷,37.524,129.118,"강원도 동해시 천곡로 120 (천곡동, 동해소방서)",SKT1,[지상] 1/3층,동해소방서(구조대),POINT (1142974.3055469738 1948418.74844218),동해시
5787,01232970979,우리넷,38.068,128.651,"강원도 양양군 손양면 학포길 281 (손양면, 강원도소방항공대)",SKT1,[지상] 2/2층,양양119항공대,POINT (1100962.9852982094 2008170.1287076091),양양군
5788,01231329632,우리넷,37.183,128.323,"강원도 영월군 한반도면 쌍용로 126 (한반도면, 쌍용119지역대)",SKT1,[지상] 1/2층,쌍용119지역대,POINT (1073052.1223307848 1909675.5483308276),영월군
5789,01232970344,우리넷,38.127,128.215,강원도 인제군 북면 원통로 301 (북면),SKT1,[지상] 1/3층,원통119안전센터,POINT (1062667.0664198406 2014332.4884845552),인제군
5790,01232970944,우리넷,38.127,128.215,강원도 인제군 북면 원통로 301 (북면),SKT1,[지상] 1/1층,원통119안전센터,POINT (1062667.0664198406 2014332.4884845552),인제군
5791,01232970629,우리넷,37.267,128.737,강원 정선군 남면 문곡리 80-16,SKT1,[지상] 1/2층,남면119지역대,POINT (1109679.649847482 1919394.1941378778),정선군
5792,01231329224,우리넷,37.267,128.737,강원 정선군 남면 문곡리 80-16,SKT1,[지상] 1/2층,남면119지역대,POINT (1109679.649847482 1919394.1941378778),정선군
5793,01232970136,우리넷,37.446,128.668,"강원도 정선군 북평면 북평8길 5 (북평면, 북평면119지역대)",SKT1,[지상] 1/1층,북평119지역대,POINT (1103315.790610633 1939175.7774033556),정선군
5794,01231326013,우리넷,37.691,127.902,"강원도 홍천군 홍천읍 공작산로 99 (홍천읍, 홍천소방서)",SKT1,[지상] 1/3층,홍천119안전센터,POINT (1035442.1789325551 1965792.7296293445),홍천군
5795,01231329652,우리넷,37.691,127.902,"강원도 홍천군 홍천읍 공작산로 99 (홍천읍, 홍천소방서)",SKT1,[지상] 1/3층,홍천119안전센터,POINT (1035442.1789325551 1965792.7296293445),홍천군
5796,01232970331,우리넷,38.097,127.713,강원도 화천군 하남면 위라리길 47 (하남면),SKT1,[지상] 2/3층,화천119안전센터,POINT (1018676.182005578 2010783.8595071898),화천군
5797,01232970601,우리넷,38.097,127.713,강원 화천군 하남면 위라리 380-1,SKT1,[지상] 2/3층,화천119안전센터 소방행정과,POINT (1018676.182005578 2010783.8595071898),화천군
5798,01231329618,우리넷,37.688,126.862,"경기도 고양시 덕양구 통일로 791 (관산동, 관산동주민자치센터)",SKT1,[지상] 1/2층,관산119지역대,POINT (943748.5249736869 1965575.3455767045),고양시 덕양구
5799,01232970625,우리넷,37.47,126.809,"경기도 부천시 범안로 127 (범박동, 범박소방파출소)",SKT1,[지상] 1/3층,범박119안전센터,POINT (938897.6429289982 1941422.2047936236),부천시
5800,01232970674,우리넷,37.47,126.809,"경기도 부천시 범안로 127 (범박동, 범박소방파출소)",SKT1,[지상] 1/3층,범박119안전센터,POINT (938897.6429289982 1941422.2047936236),부천시
5801,01231329631,우리넷,37.494,126.778,"경기도 부천시 신흥로 115 (중동, 부천소방서)",SKT1,[지상] 1/3층,중앙119안전센터,POINT (936176.8185932167 1944105.439576879),부천시
5802,01231329739,우리넷,37.494,126.778,"경기도 부천시 신흥로 115 (중동, 부천소방서)",SKT1,[지상] 1/3층,중앙119안전센터,POINT (936176.8185932167 1944105.439576879),부천시
5803,01232970064,우리넷,37.391,127.072,경기도 성남시 분당구 운중로 88 (운중동),SKT2,[지상] 1/3층,서판교119안전센터,POINT (962114.0324111299 1932519.6151963826),성남시 분당구
5804,01232970605,우리넷,37.391,127.072,경기도 성남시 분당구 운중로 88 (운중동),SKT2,[지상] 1/3층,서판교119안전센터,POINT (962114.0324111299 1932519.6151963826),성남시 분당구
5805,01232970302,우리넷,37.436,127.133,경기도 성남시 수정구 수진동 4417 성남소방서,SKT2,[지상] 1/3층,수진119안전센터,POINT (967533.1180660562 1937489.2392371232),성남시 수정구
5806,01232970945,우리넷,37.436,127.133,경기도 성남시 수정구 수진동 4417 성남소방서,SKT1,[지상] 1/3층,수진119안전센터,POINT (967533.1180660562 1937489.2392371232),성남시 수정구
5807,01232970773,우리넷,37.319,127.115,"경기도 용인시 기흥구 보정로114번길 2 (보정동, 보정119안전센터)",SKT1,[지상] 1/3층,보정119안전센터,POINT (965887.7818681515 1924515.4943198694),용인시 기흥구
5808,01232971001,우리넷,37.319,127.115,"경기도 용인시 기흥구 보정로114번길 2 (보정동, 보정119안전센터)",SKT1,[지상] 2/3층,보정119안전센터,POINT (965887.7818681515 1924515.4943198694),용인시 기흥구
5809,01232971094,우리넷,37.326,127.1,"경기도 용인시 수지구 풍덕천로 177 (풍덕천동, 수지소방서)",SKT1,[지상] 1/2층,수지119인전센터,POINT (964562.0158837901 1925297.5942534697),용인시 수지구
5810,01231329726,우리넷,37.277,127.23,"경기도 용인시 처인구 포곡읍 포곡로 252 (포곡읍, 포곡119안전센터)",SKT1,[지상] 2/2층,포곡119안전센터,POINT (976063.8649594475 1919820.7392731006),용인시 처인구
5811,01231329939,우리넷,37.277,127.23,"경기도 용인시 처인구 포곡읍 포곡로 252 (포곡읍, 포곡119안전센터)",SKT1,[지상] 1/2층,포곡119안전센터,POINT (976063.8649594475 1919820.7392731006),용인시 처인구
5812,01231329823,우리넷,37.755,127.07,경기 의정부시 금오동 484,SKT2,[지상] 1/6층,금오119안전센터,POINT (962121.8058304952 1972904.3372161353),의정부시
5813,01231329902,우리넷,37.755,127.07,경기도 의정부시 금오동 484 북부소방재난본부 의정부소방서 합동청사,SKT1,[지상] 1/6층,금오119안전센터,POINT (962121.8058304952 1972904.3372161353),의정부시
5814,01231329312,우리넷,37.948,127.309,"경기도 포천시 일동면 영일로 978 (일동면, 일동소방파출소)",SKT1,[지상] 1/1층,일동119안전센터,POINT (983218.8685341296 1994247.7179653575),포천시
5815,01231329605,우리넷,37.948,127.309,"경기도 포천시 일동면 영일로 978 (일동면, 일동소방파출소)",SKT1,[지상] 2/2층,일동119안전센터,POINT (983218.8685341296 1994247.7179653575),포천시
5816,01232970684,우리넷,37.539,127.22,"경기도 하남시 대청로 76 (신장동, 하남소방서)",SKT1,[지상] 1/3층,신장119안전센터,POINT (975263.6314129031 1948889.9269620087),하남시
5817,01231329366,우리넷,37.183,127.118,"경기도 화성시 동탄신리천로 359 (목동, 화성소방서 동탄2지구 119안전센터)",SKT1,[지상] 2/3층,목동119안전센터,POINT (966092.7025358967 1909426.7626682674),화성시
5818,01231329933,우리넷,37.183,127.118,"경기도 화성시 동탄신리천로 359 (목동, 화성소방서 동탄2지구 119안전센터)",SKT1,[지상] 2/3층,목동119안전센터,POINT (966092.7025358967 1909426.7626682674),화성시
5819,01231328672,우리넷,37.206,126.773,경기도 화성시 마도면 화성로 770-4 (마도면),SKT1,[지상] 1/2층,마도119지역대,POINT (935488.8517403577 1912157.4878321697),화성시
5820,01231329883,우리넷,37.206,126.773,경기도 화성시 마도면 화성로 770-4 (마도면),SKT1,[지상] 1/2층,마도119지역대,POINT (935488.8517403577 1912157.4878321697),화성시
5821,01232971124,우리넷,37.215,126.962,경기도 화성시 봉담읍 동화새터길 135 (봉담읍),SKT1,[지상] 1/2층,봉담119안전센터,POINT (952265.8026643316 1913043.9779262561),화성시
5822,01232971126,우리넷,37.215,126.962,경기 화성시 봉담읍 동화리 621,SKT1,[지상] 1/2층,봉담119안전센터,POINT (952265.8026643316 1913043.9779262561),화성시
5823,01232971060,우리넷,37.218,126.738,경기 화성시 송산면 삼존리 203-5,SKT1,[지상] 1/3층,송산119지역대,POINT (932393.7476652194 1913513.1709541348),화성시
5824,01232971030,우리넷,37.086,126.826,경기 화성시 장안면 어은리 386-1,SKT1,[지상] 1/2층,장안119안전센터,POINT (940097.3578742996 1898810.1463967839),화성시
5825,01232971080,우리넷,37.086,126.826,"경기도 화성시 장안면 3.1만세로 119 (장안면, 장안119안전센터)",SKT1,[지상] 1/2층,장안119안전센터,POINT (940097.3578742996 1898810.1463967839),화성시
5826,01231329838,우리넷,37.165,127.002,"경기도 화성시 정남면 정남동로 514 (정남면, 정남 소방파출소)",SKT1,[지상] 1/3층,정남119안전센터,POINT (955785.6957372243 1907477.6737577352),화성시
5827,01231329914,우리넷,37.165,127.002,"경기도 화성시 정남면 정남동로 514 (정남면, 정남 소방파출소)",SKT1,[지상] 1/3층,정남119안전센터,POINT (955785.6957372243 1907477.6737577352),화성시
5828,01232970900,우리넷,37.131,126.92,"경기도 화성시 향남읍 향남로 399 (향남읍, 화성소방서 향남119안전센터)",SKT1,[지상] 1/3층,향남119안전센터,POINT (948482.3075142236 1903747.1719952049),화성시
5829,01232971085,우리넷,37.131,126.92,"경기도 화성시 향남읍 향남로 399 (향남읍, 화성소방서 향남119안전센터)",SKT2,[지상] 1/3층,향남119안전센터,POINT (948482.3075142236 1903747.1719952049),화성시
5830,01231327156,우리넷,35.677,127.923,"경상남도 거창군 거창읍 거함대로 3324 (거창읍, 거창소방서)",SKT1,[지상] 1/3층,대평119안전센터,POINT (1038278.9515650232 1742391.3877208629),거창군
5831,01227728226,우리넷,35.001,128.402,경상남도 고성군 거류면 봉암1길 9 (거류면),SKT1,[지상] 1/2층,거류119안전센터,POINT (1082309.1638228486 1667710.583343667),고성군
5832,01227728228,우리넷,35.001,128.402,경남 고성군 거류면 감서리 87-6,SKT2,[지상] 1/2층,거류119안전센터,POINT (1082309.1638228486 1667710.583343667),고성군
5833,01227728316,우리넷,35.614,128.471,경상남도 창녕군 대합면 창한로 119 (대합면),SKT1,[지상] 1/2층,대합지역대,POINT (1087939.7668861772 1735755.719070483),창녕군
5834,01231300217,우리넷,35.614,128.471,경상남도 창녕군 대합면 창한로 119 (대합면),SKT1,[지상] 1/2층,대합지역대,POINT (1087939.7668861772 1735755.719070483),창녕군
5835,01231329992,우리넷,35.286,128.399,"경상남도 함안군 가야읍 선왕길 59 (가야읍, 함안소방서)",SKT1,[지상] 1/4층,가야119안전센터,POINT (1081749.9024538887 1699315.6050968026),함안군
5836,01231329806,우리넷,35.872,128.823,경상북도 경산시 진량읍 공단2로3길 72 (진량읍),SKT1,[지상] 1/2층,진량119안전센터,POINT (1119434.588908083 1764744.609305803),경산시
5837,01231329660,우리넷,35.891,129.052,"경상북도 경주시 서면 내서로 458 (서면, 서면사무소,경주소방서)",SKT1,[지상] 1/1층,서면119지역대,POINT (1140075.7074302868 1767156.2043740237),경주시
5838,01231323118,우리넷,35.891,129.052,"경상북도 경주시 서면 아화리 359-2 서면사무소,경주소방서",SKT1,[지상] 1/1층,서면119지역대,POINT (1140075.7074302868 1767156.2043740237),경주시
5839,01231329831,우리넷,36.207,128.56,"경상북도 군위군 군위읍 군위공단길 65 (군위읍, 소방파출소)",SKT1,[지상] 1/2층,군위119안전센터,POINT (1095286.6458194724 1801613.8523214073),군위군
5840,01231329699,우리넷,35.934,128.304,"경상북도 성주군 성주읍 주산로 193 (성주읍, 성주소방서) 성주119안전센터",SKT1,[지상] 1/2층,성주119안전센터,POINT (1072523.6865530997 1771111.736098709),성주군
5841,01231329910,우리넷,35.934,128.304,"경상북도 성주군 성주읍 주산로 193 (성주읍, 성주소방서) 성주119안전센터",SKT1,[지상] 1/2층,성주119안전센터,POINT (1072523.6865530997 1771111.736098709),성주군
5842,01232970552,우리넷,36.561,128.737,"경상북도 안동시 육사로 301 (법흥동, 안동소방서)",SKT1,[지상] 1/1층,법흥119안전센터,POINT (1110695.4251696037 1841071.3204644881),안동시
5843,01231329816,우리넷,36.358,128.699,"경상북도 의성군 의성읍 홍술로 187 (의성읍, 의성소방파출소)",SKT1,[지상] 1/2층,의성119안전센터,POINT (1107574.8493015082 1818509.3893867882),의성군
5844,01231329859,우리넷,36.358,128.699,"경상북도 의성군 의성읍 홍술로 187 (의성읍, 의성소방파출소)",SKT1,[지상] 1/2층,의성119안전센터,POINT (1107574.8493015082 1818509.3893867882),의성군
5845,01231323003,우리넷,35.648,128.726,"경상북도 청도군 화양읍 범곡길 11 (화양읍, 경산소방서)",SKT2,[지상] 2/3층,화양119지역대,POINT (1110988.1532180274 1739784.7455837252),청도군
5846,01231329644,우리넷,35.648,128.726,"경상북도 청도군 화양읍 범곡길 11 (화양읍, 경산소방서)",SKT2,[지상] 1/3층,화양119지역대,POINT (1110988.1532180274 1739784.7455837252),청도군
5847,01232970480,우리넷,36.035,128.362,경상북도 칠곡군 약목면 복성10길 15 (약목면),SKT2,[지상] 1/2층,약목119지역대,POINT (1077656.577249897 1782359.1215376006),칠곡군
5848,01232970700,우리넷,36.035,128.362,경상북도 칠곡군 약목면 복성10길 15 (약목면),SKT2,[지상] 1/2층,약목119지역대,POINT (1077656.577249897 1782359.1215376006),칠곡군
5849,01231316108,엔티모아,36.339,127.437,"대전광역시 동구 계족로 300 (가양동, 대전동부소방서)",SKT1,[지상] 1/3층,가양119안전센터,POINT (994346.3600019154 1815736.3965499438),동구
5850,01231316095,엔티모아,36.281,127.467,대전광역시 동구 산내로 1328 (낭월동),SKT2,[지상] 1/3층,산내119안전센터,POINT (997036.3755105318 1809301.6781940726),동구
5851,01231315783,엔티모아,35.183,129.105,"부산광역시 연제구 고분로 216 (연산동, 부산소방본부,동래소방서)",SKT1,[지상] 1/4층,연산119안전센터,POINT (1146138.5647021863 1688701.9149307807),연제구
5852,01231316160,엔티모아,37.551,127.077,"서울특별시 광진구 능동로 238 (능동, 서울시민안전체험관)",SKT2,[지상] 1/3층,광나루안전체험관,POINT (962636.3546523222 1950268.4815559664),광진구
5853,01231307375,엔티모아,37.638,127.071,"서울특별시 노원구 한글비석로1길 8 (하계동, 노원소방서 하계119안전센터)",SKT2,[지상] 2/3층,노원소방서현장대응단2층상황실,POINT (962150.4622876331 1959923.1177906694),노원구
5854,01231315904,엔티모아,37.55,126.915,"서울특별시 마포구 양화로 60 (서교동, 마포소방서 서교119안전센터)",SKT2,[지상] 3/5층,서교119안전센터,POINT (948326.0717803246 1950234.2544628691),마포구
5855,01231307580,엔티모아,37.553,127.039,"서울특별시 성동구 살곶이길 331 (행당동, 성동소방서)",SKT2,[지상] 1/5층,성동소방서 현장대응단,POINT (959280.8797797813 1950506.152357152),성동구
5856,01231315488,엔티모아,37.518,126.904,"서울특별시 영등포구 문래로 197 (영등포동4가, 영등포소방서)",SKT1,[지상] 1/4층,영등포소방서 현장대응단,POINT (947331.9164136507 1946690.1227461647),영등포구
5857,01231308385,엔티모아,37.628,126.919,서울 은평구 진관동 120,SKT1,[지상] 1/4층,진관119안전센터,POINT (948732.9311332654 1958885.8350910312),은평구
5858,01231316239,엔티모아,37.605,126.96,"서울특별시 종로구 진흥로 477 (신영동, 신영119안전센터)",SKT1,[지상] 1/3층,신영119안전센터,POINT (952336.0937535355 1956312.46613248),종로구
5859,01231315640,엔티모아,36.506,127.273,세종특별자치시 절재로 301,SKT2,[지상] 1/3층,어진119안전센터,POINT (979672.5079142022 1834282.5620351192),세종시
5860,01231307511,엔티모아,37.659,125.698,"인천광역시 옹진군 연평면 연평로821번길 35 (연평면, 연평 119 지역대)",SKT1,[지상] 1/2층,연평119지역대,POINT (841052.7278677202 1963693.8297069261),옹진군
5861,01227587533,우리넷,34.683,127.371,전라남도 고흥군 과역면 과역로 974 (과역면),SKT1,[지상] 3/3층,과역119안전센터,POINT (988183.316055504 1632082.4377230455),고흥군
5862,01227587587,우리넷,34.683,127.371,전라남도 고흥군 과역면 과역로 974 (과역면),SKT1,[지상] 1/3층,과역119안전센터,POINT (988183.316055504 1632082.4377230455),고흥군
5863,01227587466,우리넷,34.772,127.284,전라남도 고흥군 대서면 봉두로 577 (대서면),SKT1,[지상] 1/1층,과역119안전센터 대서119지역대,POINT (980235.1095445061 1641965.4342419598),고흥군
5864,01227587693,우리넷,34.512,127.321,전남 고흥군 도화면 봉룡리 1490-3,SKT1,[지상] 1/1층,도화119지역대,POINT (983569.5644004256 1613127.4161886391),고흥군
5865,01227728244,우리넷,34.512,127.321,전라남도 고흥군 도화면 도화로 500 (도화면),SKT1,[지상] 1/1층,도화119지역대,POINT (983569.5644004256 1613127.4161886391),고흥군
5866,01227587292,우리넷,34.779,127.333,"전라남도 고흥군 동강면 서민호길 5 (동강면, 동강119지역대)",SKT2,[지상] 2/2층,과역119안전센터 동강119지역대,POINT (984720.1071411512 1642733.133384434),고흥군
5867,01227587560,우리넷,34.779,127.333,"전라남도 고흥군 동강면 서민호길 5 (동강면, 동강119지역대)",SKT1,[지상] 1/2층,과역119안전센터 동강119지역대,POINT (984720.1071411512 1642733.133384434),고흥군
5868,01227587854,우리넷,34.581,127.256,전남 고흥군 풍양면 상림리 233-1,SKT1,[지상] 1/3층,고흥119안전센터,POINT (977621.6713914786 1620791.1862475025),고흥군
5869,01232973071,엔티모아,34.958,127.72,"전라남도 광양시 금영로 87 (광영동, 광양소방서광영출장소)",SKT1,[지상] 1/2층,광영119안전센터,POINT (1020085.6335285205 1662592.5153619717),광양시
5870,01232973149,엔티모아,34.958,127.72,"전라남도 광양시 금영로 87 (광영동, 광양소방서광영출장소)",SKT1,[지상] 1/2층,광영119안전센터,POINT (1020085.6335285205 1662592.5153619717),광양시
5871,01227728177,우리넷,34.831,127.614,"전라남도 여수시 소라면 여순로 297 (소라면, 소라119안전센터)",SKT1,[지상] 1/1층,소라119안전센터,POINT (1010424.0339638591 1648492.7713159095),여수시
5872,01231300158,우리넷,34.831,127.614,"전라남도 여수시 소라면 여순로 297 (소라면, 소라119안전센터)",SKT1,[지상] 1/1층,소라119안전센터,POINT (1010424.0339638591 1648492.7713159095),여수시
5873,01227587789,우리넷,34.73,127.73,"전라남도 여수시 어항단지로 222-5 (남산동, 봉산119안전센터)",SKT1,[지상] 2/2층,봉산119안전센터,POINT (1021056.6076514571 1637310.8153539998),여수시
5874,01227588047,우리넷,34.73,127.73,"전라남도 여수시 어항단지로 222-5 (남산동, 봉산119안전센터)",SKT1,[지상] 1/2층,봉산119안전센터,POINT (1021056.6076514571 1637310.8153539998),여수시
5875,01232972878,엔티모아,34.337,126.736,전라남도 완도군 완도읍 농공단지7길 7 (완도읍) 완도119안전센터,SKT1,[지상] 1/3층,완도119안전센터,POINT (929725.3303052901 1593972.1656861375),완도군
5876,01232971557,엔티모아,34.649,126.972,"전라남도 장흥군 안양면 운정1길 7-1 (안양면, 강진소방서안양119지역대)",SKT1,[지상] 1/2층,장흥119안전센터 안양지역대,POINT (951614.0458920454 1628431.3625778302),장흥군
5877,01232971697,엔티모아,34.649,126.972,"전라남도 장흥군 안양면 운정1길 7-1 (안양면, 강진소방서안양119지역대)",SKT1,[지상] 1/2층,장흥119안전센터 안양지역대,POINT (951614.0458920454 1628431.3625778302),장흥군
5878,01231328920,우리넷,35.339,126.598,"전라북도 고창군 대산면 공음대산로 932 (대산면, 대산119안전센터)",SKT2,[지상] 2/3층,대산119안전센터,POINT (918030.7815320598 1705196.1281750258),고창군
5879,01231329591,우리넷,35.339,126.598,"전라북도 고창군 대산면 공음대산로 932 (대산면, 대산119안전센터)",SKT1,[지상] 1/3층,대산119안전센터,POINT (918030.7815320598 1705196.1281750258),고창군
5880,01231329599,우리넷,35.459,126.539,"전라북도 고창군 해리면 동시길 30 (해리면, 해리소방서)",SKT1,[지상] 2/2층,고창소방서 해리119지역대,POINT (912798.3164109145 1718555.5968462173),고창군
5881,01231329771,우리넷,35.459,126.539,"전라북도 고창군 해리면 동시길 30 (해리면, 해리소방서)",SKT2,[지상] 1/2층,고창소방서 해리119지역대,POINT (912798.3164109145 1718555.5968462173),고창군
5882,01231322988,우리넷,35.517,126.703,"전라북도 고창군 흥덕면 문화2길 21 (흥덕면, 흥덕119안전센터)",SKT1,[지상] 1/3층,흥덕119안전센터,POINT (927732.0681548489 1724855.8438252958),고창군
5883,01231328759,우리넷,35.517,126.703,"전라북도 고창군 흥덕면 문화2길 21 (흥덕면, 흥덕119안전센터)",SKT2,[지상] 1/3층,흥덕119안전센터,POINT (927732.0681548489 1724855.8438252958),고창군
5884,01231325444,우리넷,36.007,127.789,전라북도 무주군 설천면 무설로 1607 (설천119지역대),SKT2,[지상] 1/1층,설천119지역대,POINT (1026044.6152136422 1778948.4512521203),무주군
5885,01231329912,우리넷,36.007,127.789,전라북도 무주군 설천면 무설로 1607 (설천119지역대),SKT2,[지상] 1/1층,설천119지역대,POINT (1026044.6152136422 1778948.4512521203),무주군
5886,01231329884,우리넷,35.761,126.697,"전라북도 부안군 계화면 창북3길 7 (계화면, 부안소방서계화119지역대)",SKT1,[지상] 1/1층,부안119안전센터 계화119지역대,POINT (927409.0183667425 1751922.6560293434),부안군
5887,01231328630,우리넷,35.588,126.616,"전라북도 부안군 진서면 곰소7길 47 (진서면, 진서119지역대)",SKT1,[지상] 1/1층,진서119지역대,POINT (919913.8019255009 1732797.7361741185),부안군
5888,01231329573,우리넷,35.588,126.616,"전라북도 부안군 진서면 곰소7길 47 (진서면, 진서119지역대)",SKT2,[지상] 1/1층,진서119지역대,POINT (919913.8019255009 1732797.7361741185),부안군
5889,01232970537,우리넷,36.083,127.286,전라북도 완주군 운주면 대둔산로 1351 (운주면),SKT1,[지상] 1/1층,운주119지역대,POINT (980732.905734729 1787360.6019635154),완주군
5890,01231329898,우리넷,36.083,127.286,전라북도 완주군 운주면 대둔산로 1351 (운주면),SKT1,[지상] 1/1층,운주119지역대,POINT (980732.905734729 1787360.6019635154),완주군
5891,01232971131,우리넷,35.535,127.335,전라북도 임실군 오수면 금암1길 39-13 (오수면),SKT1,[지상] 1/1층,임실안전센터 오수119지역대,POINT (985042.1259510926 1726572.6539348133),임실군
5892,01231329738,우리넷,35.529,127.542,"전라북도 장수군 번암면 장수로 462 (번암면, 번암119지역대)",SKT2,[지상] 1/3층,번암119지역대,POINT (1003807.7407204892 1725895.5113424151),장수군
5893,01231329826,우리넷,35.529,127.542,"전라북도 장수군 번암면 장수로 462 (번암면, 번암119지역대)",SKT2,[지상] 1/3층,번암119지역대,POINT (1003807.7407204892 1725895.5113424151),장수군
5894,01231329840,우리넷,35.649,127.521,"전라북도 장수군 장수읍 호비로 42 (장수읍, 무진장소방서장수119)",SKT1,[지상] 1/2층,장수119안전센터,POINT (1001901.031516067 1739203.7457457464),장수군
5895,01231329965,우리넷,35.649,127.521,"전라북도 장수군 장수읍 호비로 42 (장수읍, 무진장소방서장수119)",SKT1,[지상] 1/2층,장수119안전센터,POINT (1001901.031516067 1739203.7457457464),장수군
5896,01232970048,우리넷,35.786,127.133,"전라북도 전주시 완산구 평화로 105 (평화동2가, 평화119안전센터)",SKT1,[지상] 1/2층,평화119안전센터,POINT (966833.9573189717 1754460.2430507042),전주시 완산구
5897,01232970158,우리넷,35.786,127.133,"전라북도 전주시 완산구 평화로 105 (평화동2가, 평화119안전센터)",SKT1,[지상] 1/2층,평화119안전센터,POINT (966833.9573189717 1754460.2430507042),전주시 완산구
5898,01232971055,우리넷,35.527,126.809,전라북도 정읍시 입암면 신마석길 37 (입암면),SKT2,[지상] 1/1층,정읍소방서 입암지역대,POINT (937351.5488824795 1725892.4160339618),정읍시
5899,01232978322,우리넷,35.527,126.809,전북 정읍시 입암면 대흥리 169,SKT1,[지상] 1/1층,정읍소방서 입암지역대,POINT (937351.5488824795 1725892.4160339618),정읍시
5900,01232970698,우리넷,35.557,126.857,"전라북도 정읍시 정읍남로 1421 (시기동, 시기119안전센터)",SKT2,[지상] 2/2층,시기119안전센터,POINT (941725.1637057074 1729190.228776901),정읍시
5901,01232970855,우리넷,35.557,126.857,"전라북도 정읍시 정읍남로 1421 (시기동, 시기119안전센터)",SKT1,[지상] 1/2층,시기119안전센터,POINT (941725.1637057074 1729190.228776901),정읍시
5902,01232972658,엔티모아,33.488,126.497,"제주특별자치도 제주시 문송길 14 (연동, 연동119센터)",SKT1,[지상] 1/2층,연동119센터,POINT (906821.2398665177 1500023.80626442),제주시
5903,01232970767,우리넷,36.514,126.622,충남 홍성군 광천읍 충서로 354,SKT2,[지상] 1/3층,광천119안전센터,POINT (921383.7288597688 1835504.42966612),홍성군
5904,01232970795,우리넷,36.514,126.622,충남 홍성군 광천읍 충서로 354,SKT1,[지상] 1/3층,광천119안전센터,POINT (921383.7288597688 1835504.42966612),홍성군
5905,01231324868,우리넷,36.331,127.028,충청남도 공주시 탄천면 통산로 182-3 (탄천면),SKT1,[지상] 2/2층,탄천면119지역대,POINT (957638.0973289611 1814950.564471969),공주시
5906,01231329828,우리넷,36.331,127.028,충청남도 공주시 탄천면 통산로 182-3 (탄천면),SKT1,[지상] 2/2층,탄천면119지역대,POINT (957638.0973289611 1814950.564471969),공주시
5907,01232970044,우리넷,36.885,126.617,"충청남도 당진시 역천로 838 (채운동, 당진소방서)",SKT1,[지상] 1/3층,당진119안전센터,POINT (921315.0918559803 1876664.0848637717),당진시
5908,01232970199,우리넷,36.885,126.617,"충청남도 당진시 역천로 838 (채운동, 당진소방서)",SKT1,[지상] 1/3층,당진119안전센터,POINT (921315.0918559803 1876664.0848637717),당진시
5909,01232970526,우리넷,36.163,126.531,"충청남도 서천군 서면 부사로 153 (서면, 서천소방서 서면119안전센터)",SKT1,[지상] 2/3층,서면119안전센터,POINT (912845.1347943371 1796647.6738990743),서천군
5910,01232970312,우리넷,36.157,126.689,"충청남도 서천군 판교면 대백제로 1953-24 (판교면, 119 판교면의용소방대)",SKT1,[지상] 1/2층,판교119안전센터,POINT (927050.9052156127 1795851.875732126),서천군
5911,01232970539,우리넷,36.157,126.689,"충청남도 서천군 판교면 대백제로 1953-24 (판교면, 119 판교면의용소방대)",SKT1,[지상] 2/2층,판교119안전센터,POINT (927050.9052156127 1795851.875732126),서천군
5912,01231329772,우리넷,36.773,127.053,충청남도 아산시 배방읍 배방로 38 (배방읍),SKT1,[지상] 1/3층,배방119안전센터,POINT (960109.6635322279 1863969.1380176255),아산시
