usim	manufacturer	latitude	longitude	address	facility_type	floor	notice
01231300121 (473)	우리넷	36.84	127.129	충남 천안시 서북구 성성동 670	SKT2	[지상] 5/6층	냉방기 A05-01 빈대편 벽면(냉방기와 11M이격거리)
01231300113 (474)	우리넷	36.659	126.687	충남 홍성군 홍북읍 신경리 883	SKT2	[지상] 1/2층	하론 H01-02 좌측 벽
01227587565 (476)	우리넷	35.728	128.273	경북 고령군 대가야읍 장기리 224	SKT2	[지상] 2/2층	출입문 왼쪽 축전지 가대 벽면
01231307757 (477)	엔티모아	35.196	128.816	경남 김해시 신문동 497-7	SKT2	[지상] 2/2층	
01231300014 (478)	우리넷	36.889	126.638	충남 당진시 읍내동 1080	SKT2	[지상] 1/2층	
01231300104 (479)	우리넷	36.659	126.687	충남 홍성군 홍북읍 신경리 883	SKT2	[지상] 2/2층	하론 H02-02 좌측 벽
01227587243 (480)	우리넷	35.694	128.444	대구 달성군 현풍읍 하리 115-6	SKT2	[지상] 1/2층	출입문 오른쪽 벽면
01231307403 (481)	엔티모아	35.275	128.348	경남 함안군 군북면 소포리 1335-4	SKT2	[지상] 1/1층	
01231314414 (482)	엔티모아	35.949	126.954	전북 익산시 남중동 321-50	SKT1	[지상] 2/4층	기지국 스마트워킹센터내벽면
01227728357 (483)	우리넷	35.187	126.908	광주광역시 북구 오치동957-12	SKT2	[지상] 1/2층	하론H01-01좌측벅
01227587974 (484)	우리넷	36.889	126.638	충남 당진시 읍내동 1080	SKT2	[지상] 2/2층	
01231300066 (485)	우리넷	34.829	127.359	전남 보성군 벌교읍 영등리 1331-2	SKT1	[지상] 1/1층	냉방기 우측 옆 변면
01231307207 (486)	엔티모아	35.437	129.31	울산 울주군 온산읍 덕신리 191-3	SKT2	[지상] 2/3층	출입문 우측벽면 5M
01231300208 (487)	우리넷	36.602	126.676	충남 홍성군 홍성읍 대교리 715	SKT2	[지상] 2/2층	축전실 출입구 우측 벽
01231307877 (488)	엔티모아	35.428	126.689	전북 고창군 고창읍 덕산리 299	SKT1	[지상] 1/1층	접지반 밑 벽면 콘센트
01231307755 (489)	엔티모아	35.438	129.306	울산 울주군 온산읍 덕신리 1349-8	SKT2	[지상] 2/4층	출압문 우측벽면 1M
01227587405 (490)	우리넷	35.694	128.444	대구 달성군 현풍읍 하리 115-6	SKT1	[지상] 2/2층	하론 2호기 왼쪽 벽면
01231315679 (491)	엔티모아	35.81	127.088	전북 전주시 완산구 효자동2가 1080	SKT1	[지상] 6/6층	진리관
01231300017 (492)	우리넷	36.959	126.698	충남 당진시 송산면 유곡리 108-1	SKT2	[지상] 2/2층	
01231315754 (493)	엔티모아	35.959	126.959	전북 익산시 신동 803-6	SKT1	[지상] 2/2층	기지국내 전송랙 AC콘센트
01231308408 (494)	엔티모아	35.42	126.56	전북 고창군 무장면 성내리 30-5	SKT1	[지상] 1/1층	AC 매인분전반 우측 콘센트
01231300153 (495)	우리넷	36.706	127.147	세종특별자치시 소정면 운당리 197-1	SKT1	[지상] 1/1층	줄입구 하론 우측 콘센트
01231308149 (496)	엔티모아	35.342	126.599	전북 고창군 대산면 매산리 155-4	SKT1	[지상] 1/1층	출입문 우측벽면 콘센트
01231300141 (497)	우리넷	34.622	127.287	전남 고흥군 고흥읍 옥하리 산 1-14	SKT1	[지상] 1/1층	급배기 옆 벽면
01231315847 (498)	엔티모아	35.836	127.101	전북 전주시 완산구 효자동3가 1414-9	SKT1	[지상] 1/3층	
01231308278 (500)	엔티모아	35.53	126.52	전북 고창군 심원면 만돌리 1402	SKT1	[지상] 1/1층	출입문 우측 벽면 콘센트
01227579391 (501)	우리넷	36.431	128.668	경북 의성군 단촌면 세촌리 744-1	SKT1	[지상] 1/1층	메인분전반옆 설치
01231315713 (502)	엔티모아	35.83	127.116	전북 전주시 완산구 서신동 805	SKT1	[지상] 6/7층	
01231308216 (503)	엔티모아	35.518	126.702	전북 고창군 흥덕면 흥덕리 262-3	SKT1	[지상] 1/1층	통신접지단자반 좌측 하단 벽 콘센트
01231315652 (504)	엔티모아	35.947	126.986	전북 익산시 신흥동 405-28	SKT1	[지상] 1/1층	기지국내 정류기뒤 벽면
01227588055 (505)	우리넷	34.8	127.654	전남 여수시 주삼동 586-1	SKT1	[지상] 1/2층	냉방기 1호기 좌측 벽면
01231307396 (506)	엔티모아	36.072	126.96	전북 익산시 함열읍 와리 824	SKT1	[지상] 1/1층	기지국내 벽면
01231308154 (507)	엔티모아	36.01	126.941	전북 익산시 황등면 동연리 2	SKT1	[지상] 1/1층	기지국내 벽면
01227587513 (508)	우리넷	35.902	128.613	대구 북구 산격동 478-44	SKT1	[지상] 1/3층	냉방기 1호기 우측 벽면
01231315586 (509)	엔티모아	35.836	127.153	전북 전주시 덕진구 인후동1가 772-1	SKT1	[지상] 5/5층	
01231315872 (510)	엔티모아	35.834	127.12	전북 전주시 완산구 서신동 970-4	SKT1	[지상] 7/8층	
01231308217 (511)	엔티모아	35.658	127.267	전라북도 임실군 신평면 대리 269	SKT1	[지상] 1/1층	배터리 앞 우측 벽면
01231315681 (512)	엔티모아	35.849	127.158	전북 전주시 우아동3가746-36	SKT1	[지상] 6/6층	
01231315706 (513)	엔티모아	35.959	126.769	전북 군산시 개정동 12-6	SKT1	[지상] 1/2층	
01231308130 (516)	엔티모아	35.848	127.118	전북 전주시 덕진구 덕진동2가 167-369	SKT1	[지상] 4/4층	하론옆
01231315762 (517)	엔티모아	35.911	126.754	전북 군산시 회현면 대정리 345	SKT1	[지상] 1/2층	
01231315770 (518)	엔티모아	35.722	126.731	전북 부안군 부안읍 서외리 520	SKT1	[지상] 3/5층	
01231315826 (519)	엔티모아	35.86	127.082	전북 전주시 덕진구 팔복동2가 739-1	SKT1	[지상] 1/1층	냉방기앞
01231307620 (520)	엔티모아	34.936	128.079	경남 사천시 벌리동 480-1	SKT1	[지상] 4/8층	벽면
01227587159 (522)	우리넷	35.902	128.613	대구 북구 산격동 478-44	SKT1	[지상] 3/3층	소화설비 우측 벽면
01231308080 (524)	엔티모아	35.877	127.029	전북 전주시 덕진구 남정동 43-5	SKT1	[지상] 1/1층	접지단자옆
01227588050 (525)	우리넷	35.14	126.801	광주 광산구 송정동 591	SKT2	[지상] 2/7층	기둥
01231321559 (527)	엔티모아	37.519	126.89	서울 영등포구 문래동3가 82-29	SKT2	[지상] 11/13층	A11-5 좌측 외벽
01231315819 (528)	엔티모아	35.908	127.754	전북 무주군 설천면 심곡리575	SKT1	[지상] 1/2층	
01231321549 (529)	엔티모아	37.519	126.89	서울 영등포구 문래동3가 83-4	SKT2	[지상] 2/10층	H02-1 우측 외벽
01227587347 (530)	우리넷	35.647	128.74	경북 청도군 청도읍 고수리 132-4	SKT1	[지상] 1/2층	AC분전반 앞
01231307705 (532)	엔티모아	35.314	128.746	경남 김해시 진영읍 본산리 302-17	SKT2	[지상] 3/3층	3층분전반 옆
01231307523 (533)	엔티모아	35.314	128.746	경남 김해시 진영읍 본산리 302-17	SKT1	[지상] 2/3층	2층분전반 옆
01231307794 (534)	엔티모아	35.088	128.097	경남 사천시 사천읍 정의리 423-21	SKT2	[지상] 1/2층	RA01-01 정류기 뒤 벽면
01231307574 (535)	엔티모아	35.088	128.097	경남 사천시 사천읍 정의리 423-21	SKT2	[지상] 2/2층	축전지실 안 콘센트벽면
01231300524 (536)	우리넷	36.171	127.785	충북 영동군 영동읍 계산리 653-7	SKT1	[지상] 1/4층	영동2기지국 MBRS-1200 맞은편 벽면
01231315891 (537)	엔티모아	35.999	127.79	전북 무주군 설천면 소천리 680-1	SKT1	[지상] 1/1층	
01231315662 (538)	엔티모아	35.712	126.672	전북 부안군 상서면 통정리 62-1	SKT1	[지상] 1/1층	
01231315844 (539)	엔티모아	35.969	126.622	전북 군산시 소룡동 24	SKT1	[지상] 4/5층	
01231315702 (540)	엔티모아	35.97	126.737	전북 군산시 조촌동 856-10	SKT1	[지상] 3/6층	출입문에서 왼쪽 벽면
01227587649 (541)	우리넷	36.322	128.648	경북 의성군 봉양면 분토리 962-3	SKT1	[지상] 1/1층	AC분전반 밑 콘센트
01231307306 (542)	엔티모아	34.927	128.072	경남 사천시 선구동 58-35	SKT1	[지상] 2/4층	5G분전반 밑
01231315771 (543)	엔티모아	35.925	126.645	전북 군산시 옥서면 옥봉리 62-5	SKT1	[지상] 1/1층	
01231315856 (544)	엔티모아	35.964	126.702	전북 군산시 나운동 100-14	SKT1	[지상] 6/7층	출입문 맞은편 벽면
01231315587 (545)	엔티모아	35.705	126.586	전북 부안군 하서면 백련리 산 142-8	SKT1	[지상] 1/1층	
01231321626 (547)	엔티모아	37.496	126.856	서울 구로구 개봉동 353-30	SKT1	[지하] 1/3층	비상계단 죄측 외벽
01231321527 (548)	엔티모아	37.496	126.856	서울 구로구 개봉동 353-30	SKT2	[지상] 1/3층	BIT실 앞 우측 외벽
01227728360 (549)	우리넷	35.113	126.852	광주 서구 매월동 492-7	SKT2	[지상] 2/2층	출입문 우측에서 끝쪽 13m
01231315814 (550)	엔티모아	35.945	126.686	전북 군산시 미룡동 879-1	SKT1	[지상] 2/5층	
01231321636 (551)	엔티모아	37.496	126.856	서울 구로구 개봉동 353-30	SKT1	[지상] 3/3층	H03-01 죄측 오벽
01231321526 (552)	엔티모아	37.496	126.856	서울 구로구 개봉동 353-30	SKT2	[지상] 2/3층	BIT실 우측 외벽
01231308323 (553)	엔티모아	35.502	126.793	전북 정읍시 입암면 천원리 108-2	SKT1	[지상] 1/1층	출입구 우측 전원함
01227588060 (554)	우리넷	34.529	127.137	전남 고흥군 도양읍 봉암리 2695-9	SKT1	[지상] 2/3층	축전지 뒷편 벽면
01231307560 (555)	엔티모아	35.191	128.066	경남 진주시 이현동 21-3	SKT1	[지상] 4/5층	LTE전원함 옆
01227587156 (556)	우리넷	35.873	128.712	대구 동구 각산동 921-12	SKT1	[지상] 1/3층	출입문 우측
01231315756 (557)	엔티모아	35.973	126.703	전북 군산시 문화동 913-4	SKT1	[지상] 2/4층	출입문 맞은편 벽면
01227728961 (558)	우리넷	35.306	126.781	전남 장성군 장성읍 기산리 477-15	SKT2	[지상] 2/2층	책상옆죄측벽
01227587742 (559)	우리넷	36.268	128.677	경북 의성군 금성면 대리리 411-4	SKT1	[지상] 1/1층	W기지국 뒷편 벽면
01231307584 (560)	엔티모아	35.178	128.064	경남 진주시 신안동 582-4	SKT1	[지하] 1/6층	하론소화기옆 벽면
01231308368 (561)	엔티모아	35.493	126.928	전북 정읍시 내장동 46-8	SKT1	[지상] 4/4층	전원분전반 옆 전원함
01231308164 (562)	엔티모아	36.012	127.662	전북 무주군 무주읍 읍내리464-3	SKT1	[지상] 3/3층	
01231307927 (564)	엔티모아	35.132	129.095	부산 남구 대연동 1724-2	SKT2	[지상] 2/2층	출입문 죄측 옆 _냉방기 엽 벽면콘센트
01231300034 (565)	우리넷	35.306	126.781	전남 장성군 장성읍 기산리 477-15	SKT2	[지상] 1/2층	AC분전반우측3M벽
01231307911 (566)	엔티모아	35.164	128.912	부산 강서구 강동동 3758-3	SKT1	[지상] 1/2층	기지국 현황 판 밑 콘센트
01231307619 (567)	엔티모아	35.195	128.078	경남 진주시 봉곡동 6-21	SKT1	[지상] 2/5층	전윈분전함옆
01227587878 (568)	우리넷	34.554	127.386	전남 고흥군 포두면 옥강리 863-3	SKT1	[지상] 1/1층	W기지국 뒷편 벽면
01227587534 (569)	우리넷	35.873	128.712	대구 동구 각산동 921-12	SKT2	[지상] 2/3층	AC분전반 좌측
01231308314 (570)	엔티모아	35.566	126.852	전북 정읍시 수성동 559-8	SKT1	[지상] 5/6층	급배가 옆 벽면
01231307910 (571)	엔티모아	35.474	127.503	전북 남원시 산동면 부절리 2379	SKT1	[지상] 1/1층	기지국 내부 좌측벽면 설치
01231308075 (573)	엔티모아	35.132	129.095	부산 남구 대연동 1724-2	SKT2	[지상] 1/2층	
01231308176 (574)	엔티모아	35.413	127.391	전북 남원시 도통동 538-4	SKT1	[지상] 4/4층	AC분전반 옆 콘센트
01231308226 (575)	엔티모아	35.575	126.843	전북 정읍시 연지동 343-47	SKT1	[지상] 5/5층	전원분전반 옆 콘센트
01231307456 (576)	엔티모아	35.193	128.085	경남 진주시 동성동 2-1	SKT1	[지상] 8/8층	입구벽면
01231321676 (577)	엔티모아	37.497	126.992	서울 서초구 반포동 612-135	SKT1	[지하] 1/3층	HB1-02 앞 죄측 외벽
01231307570 (578)	엔티모아	35.177	128.091	경남 진주시 주약동 156-4	SKT1	[지상] 3/6층	에어콕벽면
01231321460 (579)	엔티모아	37.497	126.992	서울 서초구 반포동 612-135	SKT1	[지상] 2/4층	202호 출입구 H02-01 좌측
01231308316 (580)	엔티모아	35.58	126.854	전북 정읍시 수성동 945-1	SKT1	[지상] 3/3층	축전지실 안쪽 콘센트
01227587754 (581)	우리넷	34.605	127.28	전남 고흥군 고흥읍 남계리 1042	SKT2	[지상] 2/2층	중님국 2층 우측 전송장비 뒷 벽면
01231308354 (582)	엔티모아	35.593	126.85	전북 정읍시 하북동 608	SKT1	[지상] 1/2층	전원분전반 옆 콘센트
01231308317 (583)	엔티모아	35.408	127.382	전북 남원시 하정동 8-2	SKT1	[지상] 2/3층	출입구 왼쪽끝 벽면 콘센트(하론 옆)
01231308356 (585)	엔티모아	35.421	127.393	전북 남원시 도통동 498-7	SKT1	[지상] 2/3층	출입구 오른쪽 끝 책상옆 콘센트
01231307419 (586)	엔티모아	35.177	128.117	경남 진주시 상평동 197-123	SKT1	[지상] 4/5층	에어콘벽면
01231315857 (587)	엔티모아	35.786	127.13	전북 전주시 완산구 평화동2가 889-1	SKT1	[지상] 6/7층	
01231308211 (588)	엔티모아	35.854	126.817	전북 김제시 만경읍 만경리 465-5	SKT1	[지상] 1/1층	기지국 내부벽면
01231308200 (589)	엔티모아	35.8	126.886	전북 김제시 요촌동 209-1	SKT1	[지상] 4/4층	기지국 내부벽면
01231308406 (590)	엔티모아	35.479	126.928	전북 순창군 복흥면 서마리 720-8	SKT1	[지상] 1/1층	소화기기 옆 벽면
01231315739 (591)	엔티모아	35.812	127.147	전북 전주시 완산구 전동 295-5	SKT1	[지상] 2/4층	
01231315859 (592)	엔티모아	35.802	127.148	전북 전주시 완산구 서서학동 359	SKT1	[지상] 3/6층	
01227587349 (593)	우리넷	36.551	128.996	경북 청송군 진보면 추현리 산 81-1	SKT1	[지상] 1/1층	냉방기 2호기 옆
01231315634 (594)	엔티모아	35.788	126.998	전북 김제시 금구면 용지리 437-3	SKT1	[지상] 1/1층	기지국 내부벽면
01231300446 (595)	우리넷	37.65	127.076	서울 노원구 중계동 359-14	SKT1	[지상] 3/10층	"출입문 옆, 화재비상등 옆"
01231308381 (596)	엔티모아	35.382	127.223	전북 남원시 대강면 입암리 591	SKT1	[지상] 1/1층	출입구 우측 벽면 콘센트
01231315782 (597)	엔티모아	35.8	127.189	전북 전주시 완산구 색장동 329-1	SKT1	[지상] 1/1층	
01231300363 (598)	우리넷	37.543	126.952	서울 마포구 신공덕동 167	SKT1	[지상] 30/30층	출입문앞
01231300185 (599)	우리넷	37.685	127.045	서울 도봉구 도봉동 560-19	SKT1	[지상] 3/5층	베란다 문 옆
01231300364 (600)	우리넷	37.674	127.054	서울 노원구 상계동 1049-18	SKT1	[지상] 5/6층	기지국 가장 안쪽 냉방기 앞
01231315750 (601)	엔티모아	35.717	126.976	전북 김제시 금산면 구월리 449-4	SKT1	[지상] 1/1층	기지국내 벽면
01231300237 (602)	우리넷	37.547	126.943	서울 마포구 대흥동 206	SKT1	[지상] 5/6층	
01231300376 (603)	우리넷	37.565	127.012	서울 중구 신당동 250-17	SKT1	[지상] 4/9층	냉방기와 펨토 설치부위 사이 부착
01231316140 (604)	우리넷	37.578	126.971	서울 종로구 자하문로 30	SKT1	[지하] 1/8층	축전지실 내부
01227729687 (605)	우리넷	36.216	127.894	충북 영동군 황간면 노근리 13-6	SKT1	[지상] 1/1층	하론 H01-01 우측 벽
01231315737 (606)	엔티모아	35.767	127.377	전북 진안군 진안읍 연장리 842-1	SKT1	[지상] 1/1층	냉방기 옆
01227729586 (607)	우리넷	34.979	127.582	전남 광양시 광양읍 칠성리 900-7	SKT2	[지상] 2/3층	칠성중심굽 2층 냉방기 옆 벽면
01231300435 (608)	우리넷	37.518	126.977	서울 용산구 이촌동 300-21	SKT1	[지상] 5/5층	출입구 정면 콘센트
01231300084 (610)	우리넷	34.944	127.534	전남 순천시 해룡면 상삼리 475-1	SKT2	[지상] 2/2층	정류기RT02-01우측5M벽
01231307978 (611)	엔티모아	35.781	127.419	전북 진안군 진안읍 군하리 355-4	SKT2	[지상] 2/2층	분전반 옆
01231300149 (612)	우리넷	36.367	127.736	충북 옥천군 청성면 도장리 378	SKT1	[지상] 1/1층	기지국 실내 AC 분전함 좌측 콘센트
01231316251 (613)	우리넷	37.57	126.972	서울 종로구 신문로1가 58-14	SKT1	[지상] 2/5층	기지국 복도 좁은길설치
01231300302 (614)	우리넷	37.53	126.968	서울 용산구 한강로2가 314-1	SKT1	[지상] 13/19층	출입문 옆
01231321612 (615)	엔티모아	37.603	126.657	인천 서구 마전동 913-7	SKT2	[지상] 1/2층	
01231300087 (616)	우리넷	34.94	127.685	전남 광양시 중동 1374-8	SKT2	[지상] 2/2층	광양중심국 2층 _입문 우측벽면(휴대용조명등아래)
01231307498 (617)	엔티모아	35.684	127.916	경남 거창군 거창읍 대평리 1156	SKT1	[지상] 2/5층	중계기 가대에 시설
01231321662 (618)	엔티모아	37.603	126.657	인천 서구 마전동 913-7	SKT2	[지상] 2/2층	
01231300077 (619)	우리넷	34.944	127.534	전남 순천시 해룡면 상삼리 475-1	SKT2	[지상] 1/2층	1층분전반우측3M
01231316275 (620)	우리넷	37.581	126.926	서울 서대문구 홍은동 400-9	SKT1	[지상] 5/6층	가좌로W
01231300402 (621)	우리넷	37.556	126.976	서울 중구 남대문로5가267	SKT1	[지상] 20/20층	기지국 내부 왼쪽 벽면
01231308399 (622)	엔티모아	35.36	127.146	전북 순창군 순창읍 가남리 304-45	SKT1	[지상] 1/1층	좌측 배터리 옆
01231307227 (623)	엔티모아	35.689	127.909	경남 거창군 거창읍 상림리 41-6	SKT1	[지상] 3/4층	중간 좌측벽면에 설치
01227728358 (624)	우리넷	37.593	127.001	서울 성북구 성북동 155-15	SKT1	[지상] 4/5층	AC분전반 옆 벽면
01231300173 (626)	우리넷	36.478	127.704	충북 보은군 수한면 발산리 99-3	SKT2	[지상] 2/2층	FDF 좌측 벽
01231322535 (627)	엔티모아	37.443	129.176	강원 삼척시 정상동 476-4	SKT2	[지상] 1/2층	1층 5G국사 출입문 우측
01231300468 (628)	우리넷	37.535	126.997	서울 용산구 한남동 737-28	SKT1	[지상] 16/16층	출입문 우측 벽
01231300372 (629)	우리넷	37.534	126.96	서울 용산구 원효로158	SKT1	[지상] 8/13층	출입문 우측
01231307833 (630)	엔티모아	35.102	129.021	부산 중구 부평동4가 52-3	SKT1	[지상] 6/14층	접지단자함_
01227587455 (631)	우리넷	36.671	129.099	경북 영양군 영양읍 서부리 산 36	SKT1	[지상] 1/1층	출입문 왼편 하단
01231300327 (632)	우리넷	37.548	127.108	서울 광진구 광장동 148-11	SKT1	[지상] 3/6층	첫째 랙 기둥 설치
01231300394 (633)	우리넷	37.61	127.005	서울 성북구 정릉동 704-12	SKT1	[지상] 2/7층	기지국내부 중앙돌기둥
