usim	manufacturer	latitude	longitude	address	facility_type	floor	notice
01232971612 (4774)	엔티모아	35.195	129.13	부산 해운대구 재반로 203	SKT1	[지상] 1/2층	부산반여동우체국
01232972047 (4775)	엔티모아	36.345	127.445	동대전로 278	SKT1	[지상] 1/2층	대전가양동우체국
01232972520 (4776)	엔티모아	35.319	126.983	추성로1328	SKT1	[지상] 1/3층	담양우체국
01232972818 (4777)	엔티모아	33.463	126.933	제주특별자치도 서귀포시 성산읍 성산리 195	SKT1	[지상] 1/2층	성산포우체국
01232973610 (4778)	엔티모아	35.436	128.592	경남 창녕군 부곡면 거문리 181-6	SKT1	[지상] 1/3층	창녕부곡우체국
01232972749 (4779)	엔티모아	37.6	127.101	서울 중랑구 망우동 340-27	SKT1	[지상] 1/2층	망우1동우체국
01232971652 (4780)	엔티모아	37.569	126.978	서울 종로구 종로6	SKT1	[지상] 10/11층	광화문우체국
01232971583 (4781)	엔티모아	35.149	128.66	경남 창원시 진해구 백구로40	SKT1	[지상] 4/5층	진해우체국
01232971371 (4782)	엔티모아	34.944	127.516	전남 순천시 연향동 1389-1	SKT2	[지상] 1/2층	순천연항동우체국
01232973032 (4783)	엔티모아	37.48	126.954	서울시 관악구 남부순환로 1841	SKT2	[지상] 1층/2층층	서울행운동우체국
01232971014 (4784)	엔티모아	34.939	127.697	광양시 시청로47	SKT2	[지상] 1/5층	광양우체국
01232971847 (4785)	엔티모아	37.569	126.978	서울 종로구 종로6	SKT1	[지상] M2/11층	광화문우체국
01232972937 (4786)	엔티모아	35.917	128.638	대구 동구 봉무동 1549-2	SKT1	[지상] 1/2층	대구불로봉무동우체국
01232972560 (4787)	엔티모아	34.939	127.697	전남 광양시 중동 1312-1	SKT1	[지상] 1/5층	광양우체국
01232971978 (4788)	엔티모아	37.488	127.105	광평로 303	SKT1	[지상] 1/2층	서울수서동우체국
01232972771 (4789)	엔티모아	35.204	128.114	초장로14번길 18	SKT1	[지상] 1/3층	진주초장동우체국
01232972302 (4790)	엔티모아	37.523	127.134	양재대로1309	SKT1	[지상] 1/2층	
01232971695 (4791)	엔티모아	37.481	126.842	서울 구로구 천왕동 277-2	SKT2	[지상] 1/6층	서울구로우체국
01232973578 (4792)	엔티모아	37.481	126.842	서울 구로구 천왕동 277-2	SKT1	[지상] 1/6층	서울구로우체국
01232971675 (4793)	엔티모아	37.751	128.892	경강로2046	SKT1	[지상] 2층/2층층	강릉중앙동우체국
01232973231 (4794)	엔티모아	35.149	128.66	경남 창원시 진해구 백구로40	SKT1	[지상] 4/5층	진해우체국
01232972461 (4795)	엔티모아	36.434	127.822	관기송현로128	SKT1	[지상] 1/2층	마로우체국
01232972452 (4796)	엔티모아	34.635	128.263	경남 통영시 욕지면 중촌길 176	SKT1	[지상] 1/2층	욕지도우체국
01232972245 (4797)	엔티모아	37.672	126.779	일산로425	SKT1	[지상] 1/2층	
01232971822 (4798)	엔티모아	37.641	126.667	김포한강1로 28-9	SKT1	[지상] 1/1층	김포장기동우체국
01232972179 (4799)	엔티모아	37.522	126.926	서울 영등포구 여의나루로 60	SKT1	[지상] 33/37층	여의도우체국
01232972347 (4800)	엔티모아	37.576	126.673	한들로94	SKT1	[지상] 1층/2층층	장수장계우체국
01232971049 (4801)	엔티모아	37.522	126.926	여의나루로 60	SKT1	[지상] 33/37층	여의도우체국
01232972623 (4802)	엔티모아	35.141	126.92	제봉로31	SKT1	[지상] 1/2층	광주학동우체국
01232972667 (4803)	엔티모아	34.961	127.719	전남 광양시 금영로125	SKT1	[지상] 1층/2층층	광양광영우체국
01232973302 (4804)	엔티모아	33.481	126.48	1100로 3307	SKT1	[지상] 1/3층	제주연동우체국
01232972515 (4805)	엔티모아	35.537	128.499	화왕산1로41	SKT1	[지상] 2/3층	창녕우체국
01232972412 (4806)	엔티모아	37.683	126.755	경기도 고양시 일산 서구 일산로 664	SKT1	[지상] 1/2층	고양대화동우체국
01232972613 (4807)	엔티모아	35.939	127.167	봉동로157	SKT1	[지상] 1/3층	완주봉동우체국
01232972938 (4808)	엔티모아	35.537	128.499	화왕산1로41	SKT2	[지상] 1/3층	창녕우체국
01232972792 (4809)	엔티모아	37.416	129.112	강원도 삼척시 미로면 적병길 36	SKT1	[지상] 1/1층	미로우체국
01232972535 (4810)	엔티모아	37.637	126.835	경기도 고양시 덕양구 백양로 132	SKT1	[지하] 1/4층	고양덕양우체국
01232971687 (4811)	엔티모아	37.59	127.058	회기로 201	SKT2	[지상] 1/2층	휘경동우체국
01232972777 (4812)	엔티모아	35.096	129.061	영도구 청학로87	SKT1	[지상] 1층/2층층	부산청학동우체국
01232971289 (4813)	엔티모아	36.784	127.581	증평읍 중앙로208	SKT1	[지상] 1/3층	증평우체국
01232973298 (4814)	엔티모아	37.677	127.491	경기도 가평군 설악면 신천중앙로 109	SKT1	[지상] 1/2층	설악우체국
01232973260 (4815)	엔티모아	37.35	127.928	원주시 봉화로61	SKT1	[지상] 1/2층	원주봉화산우체국
01232972332 (4816)	엔티모아	36.66	127.736	괴산로1351	SKT1	[지상] 2/2층	청천우체국
01232972306 (4817)	엔티모아	35.853	126.82	전북 김제시 만경읍 만경리 335-4	SKT1	[지상] 1층/2층	
01232971963 (4820)	엔티모아	36.856	126.954	영인로80	SKT1	[지상] 1/2층	영인우체국
01232972091 (4821)	엔티모아	35.252	128.638	태복산로3번길7	SKT1	[지상] 1층/2층층	창원도계동
01232971042 (4822)	엔티모아	37.185	128.402	강원 영월군 남면 연당로27	SKT1	[지상] 1/2층	연당우체국
01232972004 (4823)	엔티모아	37.785	127.225	포천로 16	SKT1	[지상] 1/2층	포천내촌우체국
01232973170 (4824)	엔티모아	37.628	127.055	서울 노원구 월계동 597	SKT1	[지상] 1층/2층층	서울월계2동우체국
01232972542 (4825)	엔티모아	34.685	125.445	예리1길76	SKT1	[지상] 1/2층	흑산도우체국
01232973175 (4826)	엔티모아	35.857	129.224	양정로278	SKT2	[지상] 1층/3층층	경주동천동우체국
01232973234 (4827)	엔티모아	33.537	126.639	신북로251	SKT2	[지상] 1/2층	
01231326121 (4828)	엔티모아	36.061	128.892	경북 영천시 화남면 천문로 1618-8	SKT2	[지상] 1/2층	영천화남우체국
01232971622 (4830)	엔티모아	36.821	128.621	영주시 중앙로 49	SKT2	[지하] 2/6층	영주우체국(1)
01232973541 (4831)	엔티모아	36.821	128.621	영주시 중앙로 49	SKT1	[지하] 2/6층	영주우체국(2)
01232972949 (4832)	엔티모아	37.912	127.058	평화로2518	SKT2	[지하] 1/4층	동두천우체국
01232971935 (4833)	엔티모아	34.829	128.424	경남 통영시 도남로 187	SKT1	[지상] 1층/3층층	통영봉평동우체국
01232972086 (4834)	엔티모아	35.264	129.233	부산시 기장군 일광면 삼성1길 6-6	SKT2	[지상] 1/2층	일광우체국
01232971270 (4835)	엔티모아	37.36	128.126	태종로 24	SKT2	[지상] 1/2층	
01232971966 (4836)	엔티모아	37.912	127.058	평화로2518	SKT2	[지상] 3/4층	동두천우체국
01232972852 (4837)	엔티모아	37.565	126.984	대구 달성군 현풍읍 원교리 94	SKT2	[지하] 1/3층	달성우체국
01232971549 (4838)	엔티모아	37.508	126.962	서달로15길13	SKT1	[지상] 1/2층	서울흑석동우체국
01232970866 (4839)	엔티모아	35.694	128.439	대구 달성군 현풍읍 원교리 94	SKT1	[지상] 1/3층	달성우체국
01232973448 (4840)	엔티모아	36.55	128.734	안동시 강남5길22	SKT1	[지상] 2/3층	안동강남동우체국
01232971931 (4841)	엔티모아	37.277	127.155	경기 용인시 기흥구 중동 872-3	SKT2	[지상] 1/3층	용인동백우체국
01232972752 (4842)	엔티모아	37.882	127.547	가화로967	SKT1	[지상] 3/4층	가평북면우체국
01232971780 (4843)	엔티모아	36.412	129.369	영덕 덕곡길90	SKT1	[지상] 1/3층	영덕우체국 통신실
01232972693 (4844)	엔티모아	37.551	126.977	서울 용산구 후암로58-1	SKT1	[지상] 1/2층	서울후암동우체국
01232971969 (4845)	엔티모아	37.745	127.081	경기 의정부시 용현동 520-5	SKT1	[지하] 2층/7층	의정부우편집중국
01231329543 (4846)	엔티모아	37.745	127.081	경기 의정부시 용현동 520-5	SKT1	[지하] 2층/7층	의정부우편집중국
01232972434 (4847)	엔티모아	34.825	126.423	목포시 영산로 674	SKT1	[지상] ㅣ층/ 2층층	목포석현동우체국
01232973635 (4848)	엔티모아	36.412	129.369	영덕읍 덕곡길 90	SKT2	[지상] 1/3층	영덕우체국 당직실
01232972904 (4849)	엔티모아	37.614	128.378	강원 평창군 봉평면 창동리 294-1	SKT1	[지상] 1/2층	봉평우체국
01232971313 (4850)	엔티모아	37.331	126.81	경기 안산시 선부광장1로 138	SKT1	[지상] 1/2층	안선선부동우체국
01232971661 (4851)	엔티모아	36.714	127.155	세종특별자치시 소정면 소정리 267-6	SKT1	[지상] 1/2층	세종소정우체국
01232972446 (4852)	엔티모아	36.994	129.403	경북 울진군 울진읍 읍내리 539-6	SKT1	[지상] 1/3층	울진우체국
01232971581 (4853)	엔티모아	34.954	127.483	순천시 중앙로99	SKT1	[지상] 1/1층	순천행동우체국
01232972995 (4854)	엔티모아	37.622	126.927	연서로306	SKT1	[지상] 1/2층	서울연신내우체국
01232973500 (4855)	엔티모아	36.994	129.403	경북 울진군 울진읍 읍내리 539-6	SKT1	[지상] 3/3층	울진우체국
01232971529 (4856)	엔티모아	37.213	126.739	송산포도로90	SKT1	[지상] 1/2층	사강우체국
01232972736 (4857)	엔티모아	37.566	126.985	서울 중구 을지로2가 11	SKT1	[지상] 1/2층	문현동우체국
01232973167 (4858)	엔티모아	35.996	129.344	경북 포항시 남구 연일읍 생지리 298-1	SKT1	[지상] 1/1층	포항연일우체국
01232973670 (4859)	엔티모아	37.557	126.971	서울 중구 봉래동2가 123	SKT1	[지상] 1/4층	서울역전우체국
01232972467 (4860)	엔티모아	35.178	126.92	광주 북구 우산동 632-1	SKT2	[지상] 1층/2층층	광주우산동우체국
01232971235 (4861)	엔티모아	37.309	126.831	경기 안산시 단원구 고잔동 773-10	SKT1	[지상] 2/2층	안산호수동우체국
01232971435 (4862)	엔티모아	37.646	127.08	서울 노원구 중계동 311-14	SKT1	[지하] 1/4층	서울노원우체국
01232971713 (4863)	엔티모아	37.646	127.08	서울 노원구 중계동 311-14	SKT2	[지하] 1/2층	서울노원우체국 별관
01232973363 (4864)	엔티모아	37.339	127.934	이화1길 27	SKT1	[지하] 1/5층	원주우편집중국
01232972636 (4865)	엔티모아	37.339	127.934	이화1길 27	SKT2	[지하] 1/5층	
01232971902 (4866)	엔티모아	34.571	127.663	개도화산1길6	SKT2	[지상] 1/1층	
01232972888 (4867)	엔티모아	38.024	127.07	전곡역로69	SKT2	[지상] 1/3층	전곡우체국
01232972568 (4868)	엔티모아	33.513	126.522	관덕로 33 제주우체국	SKT1	[지상] 1/4층	제주우체국
01232973007 (4869)	엔티모아	34.335	126.995	생일로 617	SKT1	[지상] 1/1층	완도생일우체국
01232971331 (4870)	엔티모아	37.772	128.389	홍천군 내면 창촌로 45-5	SKT2	[지상] 1/2층	창촌우체국
01232973413 (4871)	엔티모아	33.513	126.522	관덕로33 제주우체국	SKT1	[지하] 1/4층	제주우체국
01232973406 (4872)	엔티모아	35.211	129.028	만덕3로48	SKT1	[지상] 1/2층	부산만덕동우체국
01232973062 (4873)	우리넷	36.018	129.361	상공로130	SKT1	[지상] 1/2층	포항대도동우체국
01232971322 (4874)	엔티모아	37.712	128.184	강원 홍천군 서석면 풍암리 483-1	SKT2	[지상] 1/2층	서석우체국
01232971205 (4875)	엔티모아	35.219	128.678	경남 창원시 성산구 상남동 28-3	SKT2	[지하] 1/3층	창원우체국
01232971320 (4876)	엔티모아	35.219	128.678	상남로57	SKT1	[지하] 1/4층	창원우체국
01232973443 (4877)	엔티모아	35.066	128.981	부산 사하구 다대동 86-3	SKT1	[지상] 1/2층	부산다대2동우체국
01232971525 (4878)	엔티모아	35.225	129.147	아랫반송로14	SKT1	[지상] 1/2층	부산반송동우체국
01232971387 (4879)	엔티모아	36.133	128.12	신음새동네길60	SKT1	[지상] 2/2층	김천신음동우체국
01232973360 (4880)	엔티모아	37.47	126.898	서울 금천구 독산동 286-9	SKT2	[지상] 5/5층	금천우체국
01232973219 (4881)	엔티모아	35.101	128.814	용재로 42	SKT1	[지상] 1/2층	진해웅동2동우체국
01232972110 (4882)	엔티모아	36.124	128.182	경북 김천시 율곡동 269	SKT2	[지상] 1/4층	김천혁신도시출장소
01227721216 (4883)	엔티모아	37.689	126.6	경기도 김포시 통진읍 조강로 42	SKT1	[지상] 1/2층	통진우체국
01231321688 (4884)	엔티모아	37.57	127.038	서울 성동구 마장동 523-3	SKT1	[지상] 1/2층	마장동우체국
01232973076 (4885)	엔티모아	37.419	126.69	인천시 연수구 함박뫼로226	SKT2	[지하] 1층/6층	인천우체국
01232971415 (4886)	엔티모아	37.513	126.895	도림로429	SKT1	[지상] 1/2층	서울문래동 우체국
01232972415 (4888)	엔티모아	37.419	126.69	인천 연수구 연수동 581-1	SKT1	[지상] 1층/6층층	인천우체국
01232972694 (4889)	엔티모아	35.284	126.739	전남장성군 동화면 삼동로 735	SKT1	[지상] 1/2층	동화우체국
01232971314 (4890)	엔티모아	35.931	128.875	경북 영천시 금호읍 교대리 158-1	SKT1	[지상] 1층/2층층	영천금호우체국
01232971351 (4891)	엔티모아	36.895	126.633	충남 당진시 읍내동 233-1	SKT1	[지상] 1/3층	당진우체국 본관
01232973481 (4892)	엔티모아	36.895	126.633	충남 당진시 읍내동 233-1	SKT1	[지상] 2/3층	당진우체국 별관
01232971521 (4893)	엔티모아	36.933	128.178	월악로26길 18-1	SKT1	[지상] 1/2층	수산우체국
01232971350 (4894)	엔티모아	36.167	128.186	동부길59-9	SKT1	[지상] 1층/2층층	김천개령우체국
01232972871 (4895)	엔티모아	37.493	126.685	인천 서구 가좌동 12	SKT1	[지상] 1/2층	인천가좌2동우체국
01232971715 (4896)	엔티모아	36.914	128.575	순흥로55번길 8	SKT1	[지상] 1층/2층층	영주순흥우체국
01232972928 (4897)	엔티모아	34.596	126.313	동영길7	SKT2	[지상] 1/2층	우수영우체국
01232971489 (4898)	엔티모아	36.637	127.476	청주시 호국로107	SKT2	[지상] 1/2층	청주사직동우체국
01232971133 (4899)	엔티모아	36.521	126.344	충남 태안군 안면읍 승언리 1005-2	SKT2	[지상] 1층/2층	안면우체국
01231322005 (4900)	엔티모아	36.618	127.496	충북 청주시 상당구 영운동 168-8	SKT2	[지상] 1/2층	청주영운동우체국
01232971473 (4901)	엔티모아	37.131	128.205	충북 제천시 내제로22	SKT1	[지상] 1층/2층층	제천영천동우체국
01232972678 (4902)	엔티모아	34.753	125.928	비금북부길10	SKT2	[지상] 1/2층	비금우체국
01232972830 (4903)	엔티모아	35.151	129.06	중앙대로666번길50	SKT2	[지상] 1층/48층	
01232971732 (4904)	엔티모아	37.282	127.233	경기 용인시 처인구 포곡읍 삼계리 479-20	SKT2	[지상] 1/2층	포곡우체국
01232972356 (4905)	엔티모아	37.849	126.874	사임당로845	SKT2	[지상] 1/2층	법원리우체국
01232972474 (4906)	엔티모아	36.397	127.733	충북 보은군 삼승면 원남리 154-3	SKT2	[지상] 1/2층	
01232973163 (4907)	엔티모아	37.868	128.018	강원도 홍천군 두촌면 자은로 341	SKT2	[지상] 1/2층	자은우체국
01232973386 (4908)	엔티모아	35.493	127.837	경남 산청군 생초면 새실로 7	SKT1	[지상] 1/1층	생초우체국
01232972072 (4909)	엔티모아	35.199	128.595	경남 창원시 성산구 신촌동 62-1	SKT2	[지상] 1/3층	창원우편집중국
01232971882 (4910)	엔티모아	36.741	127.238	신사대화로 169	SKT2	[지상] 층/2층층	천안성남우체국
01232972783 (4911)	엔티모아	36.154	126.69	서천군 판교면 종판로901번길 5	SKT2	[지상] 1/2층	판교우체국
01232972704 (4912)	엔티모아	36.531	127.823	충북 보은군 속리산면 사내리 275-1	SKT2	[지상] 1/2층	속리산우체국
01232973385 (4913)	엔티모아	36.855	127.441	충북 진천군 진천읍 중앙서로 48	SKT2	[지상] 1/4층	당직실
01232971903 (4914)	엔티모아	35.232	129.01	부산광역시 북구 화명신도시로89	SKT2	[지상] 3/5층	지원과
01232972476 (4915)	엔티모아	35.733	127.37	전북 진안군 마령면 임진로 2097	SKT1	[지상] 1/2층	진안마령우체_
01232973496 (4916)	엔티모아	36.855	127.441	충북 진천군 진천읍 중앙서로 48	SKT2	[지상] 1/4층	영업과
01232970390 (4917)	우리넷	37.566	126.985	서울 중구 을지로2가 11	SKT1	[지상] 4/4층	
01232971926 (4918)	엔티모아	35.232	129.01	부산광역시 북구 화명신도시로89	SKT2	[지상] ㅣ/5층	당직실
01232971552 (4919)	엔티모아	37.958	127.318	화동로 1068	SKT2	[지상] 2/2층	포천일동우체국
01232973242 (4920)	엔티모아	37.336	126.728	공단1대로 241	SKT1	[지상] 1/4층	시흥우체국
01232973614 (4921)	엔티모아	34.181	126.857	청산로1619-5	SKT1	[지상] 1/2층	청산도우체국
01232973398 (4922)	엔티모아	36.28	126.91	사비로82	SKT1	[지상] 2/2층	부여우체국
01232972491 (4923)	엔티모아	36.28	126.91	충남 부여군 부여읍 구아리 259	SKT1	[지상] 1/2층	부여우체국
01232973372 (4924)	엔티모아	37.77	127.966	강원도 홍천군 화촌면 성산로 139	SKT2	[지상] 1/2층	성산우체국
01232972471 (4925)	엔티모아	37.336	126.728	공단1대로 241	SKT2	[지하] 1/4층	시흥우체국
01232971306 (4926)	엔티모아	35.985	128.027	김천시 지례면 장터길14	SKT1	[지상] 1층/2층층	김천지례우체국
01232973586 (4927)	엔티모아	36.621	127.471	충북 청주시 서원구 수곡동 619	SKT2	[지하] 1/3층	청주우편집중국
01232971315 (4928)	엔티모아	36.621	127.47	충북 청주시 서원구 수곡동 619	SKT2	[지상] 1/3층	청주우편집중국
01232972574 (4929)	엔티모아	35.16	128.985	사상로165	SKT2	[지상] 1/4층	
01232972977 (4930)	엔티모아	35.451	127.101	순창군 구림로461	SKT2	[지상] 1/2층	영업창구
01232972879 (4931)	엔티모아	34.606	126.036	전남 신안군 하의면 웅곡리 220-9	SKT2	[지상] ㅣ/2층	하의우체국
01232971925 (4932)	엔티모아	37.744	126.488	강화대로 384	SKT2	[지상] 2/3층	강화우체국
01232972948 (4933)	엔티모아	37.744	126.488	인천 강화군 강화읍 관청리 169-5	SKT2	[지상] 1/3층	강화우체국
01232973553 (4934)	엔티모아	35.853	128.507	대구 달서구 성서로 406	SKT2	[지상] 2/5층	대구 성서우체국
01232972002 (4936)	엔티모아	37.327	126.844	예술광장로71	SKT2	[지상] 1/2층	
01232972030 (4937)	엔티모아	36.661	129.112	경북 영양군 영양읍 중앙로90	SKT2	[지하] 1/4층	영양우체국
01232971679 (4938)	엔티모아	36.661	129.112	경북 영양군 영양읍 중앙로 90	SKT2	[지하] 1/4층	영양우체국
01232971275 (4939)	엔티모아	36.105	128.173	경북 김천시 농소면 월곡리 706-4	SKT2	[지상] 1/2층	김천농소우체국
01232972421 (4940)	엔티모아	37.272	127.107	경기 용인시 기흥구 신갈동 62-1	SKT2	[지상] 2/9층	신갈우체국
01232973501 (4941)	엔티모아	37.3	126.984	수원시 장안구 천천로 94	SKT2	[지상] 1/5층	수원우체국
01232971731 (4942)	엔티모아	37.561	126.982	서울 중구 소공로 70	SKT1	[지상] 10/21층	서울중앙우체국(10F-B_통신실)
01232971877 (4943)	엔티모아	37.3	126.984	수원시 장안구 천천로 94	SKT2	[지상] 1/5층	수원우체국
01232971777 (4944)	엔티모아	37.561	126.982	서울 중구 소공로 70	SKT2	[지상] 5/21층	서울중앙우체국(5F-A_통신실)
01232972132 (4945)	엔티모아	37.712	127.187	해밀예당1로48	SKT1	[지상] 1/2층	진접우체국
01232972728 (4946)	엔티모아	36.55	126.775	예당로 177	SKT2	[지상] 1/2층	광시우체국
01232973150 (4947)	엔티모아	37.734	127.048	의정부시 평화로482	SKT2	[지상] 1/3층	의정부3동우체국
01232971502 (4948)	엔티모아	35.52	128.012	경남 합천군 대병면 회양리 907-9	SKT1	[지상] 1층/2층층	대병우체국
01227587885 (4949)	우리넷	35.861	127.15	전북 전주시 덕진구 호성동1가 587-38	SKT2	[지상] 1/3층	호성동우체국
01232972166 (4950)	엔티모아	37.634	127.207	사릉로17	SKT1	[지상] 1/2층	금곡우체국
01232973728 (4951)	엔티모아	37.565	127.015	다산로253	SKT1	[지상] 2/2층	서울흥인동우체국
01232972438 (4952)	엔티모아	36.351	127.386	대전 서구 둔산동 1408	SKT2	[지상] 3/12층	
01232972824 (4953)	엔티모아	36.858	128.897	경북 봉화군 명호면 도천리 274-3	SKT1	[지상] 1/2층	봉화명호우체국
01232973345 (4954)	엔티모아	36.769	128.315	경북 문경시 동로면 노은리 166	SKT1	[지상] 1/2층	문경동로우체국
01232973172 (4955)	엔티모아	36.351	127.386	대전 서구 둔산동 1408	SKT1	[지상] 1/12층	
01232972672 (4956)	엔티모아	36.194	127.089	충남 논산시 취암동 875	SKT1	[지상] ㅣ층/2층	논산취암동우체국
01232971338 (4957)	엔티모아	37.251	127.354	오천로66	SKT1	[지상] 1/2층	마장우체국
01232972501 (4958)	엔티모아	37.823	124.714	인천 옹진군 대청면 대청리 362-19	SKT1	[지상] 1층/2층층	대청우체국
01232972066 (4959)	엔티모아	37.275	127.442	경기 이천시 중리동 456	SKT1	[지상] 1/3층	이천우체국
01232972915 (4961)	엔티모아	35.91	128.614	대구 북구 산격동 1574	SKT1	[지상] 1층/6층층	대구종합유통단지우체국
01232971905 (4962)	엔티모아	37.646	126.679	경기도 김포시 김포한강11로 157	SKT1	[지상] 3/5층	김포우체국
01232972277 (4963)	엔티모아	37.646	126.679	경기 김포시 운양동 1432-1	SKT1	[지하] 1/5층	김포우체국
01232971248 (4964)	엔티모아	34.845	128.422	경남 통영시 중앙동 83	SKT1	[지상] 1/4층	통영중앙동우체국
01232972781 (4965)	엔티모아	34.74	127.731	여수시 충무로 46	SKT1	[지상] 2/4층	
01232971137 (4966)	엔티모아	37.117	127.628	샘재로 146	SKT1	[지상] 1/2층	장호원우체국
01232973560 (4967)	엔티모아	37.687	126.866	경기 고양시 덕양구 관산동 1015	SKT1	[지상] 1/21층	벽제우체국
01232972546 (4968)	엔티모아	37.442	127.149	경기 성남시 수정구 신흥동 2482	SKT1	[지상] 1/7층	성남우체국
01232971452 (4969)	엔티모아	36.91	129.381	경북 울진군 매화면 매화1길 51	SKT1	[지상] 1층/2층층	울진매화우체국
01232973342 (4970)	엔티모아	36.645	128.062	경북 문경시 가은읍 대야로 2492	SKT1	[지상] 1/2층	가은우체국
01232971792 (4971)	엔티모아	37.292	126.991	수원시 정자천로134번길10	SKT1	[지상] 1/2층	수원정자동우체국
01232972963 (4972)	엔티모아	37.817	127.348	조종면 현창로 31	SKT1	[지상] 1/2층	가평조종우체국
01232971881 (4973)	엔티모아	37.639	126.785	호수로366	SKT1	[지하] 1/5층	고양우편집중국
01232971703 (4974)	엔티모아	37.639	126.785	호수로366	SKT1	[지하] 1/5층	고양우편집중국
01232971400 (4975)	엔티모아	36.618	127.478	구룡산로 309	SKT1	[지상] 1/2층	청주수곡1동우체국
01232972291 (4976)	엔티모아	37.832	126.816	파주읍 향교말길 8	SKT1	[지상] 1/2층	파주주내우체국
01232971336 (4977)	엔티모아	37.132	128.124	주포로7길2	SKT1	[지상] 2/2층	봉양우체국
01232973101 (4978)	엔티모아	35.559	129.296	종가5길57	SKT1	[지상] 1/2층	울산태화동우체국
01232970809 (4979)	엔티모아	37.441	127.132	경기 성남시 수정구 태평동 3679-4	SKT1	[지상] ㅣ/3층	성남태평동우체국
01232971736 (4980)	엔티모아	37.83	127.148	솔모루로105	SKT1	[지상] ㅣ/2층	
01232971158 (4981)	엔티모아	37.454	127.16	경기 성남시 수정구 단대동 69-1	SKT2	[지상] 1/2층	상남단대동우체국
01232971393 (4982)	엔티모아	36.679	126.846	예산로 194	SKT2	[지상] 1/3층	예산우체국
01232972189 (4983)	엔티모아	36.679	126.846	예산로 194	SKT1	[지하] 1/1층	예산우체국
01232971285 (4984)	엔티모아	36.001	129.047	고경 호국로1081	SKT2	[지상] 2/2층	영천고경우체국
01232972619 (4985)	엔티모아	36.117	125.981	군산시 옥도면 어청도길 49-2	SKT1	[지상] 1/3층	군산어청도우체국
01232972570 (4986)	엔티모아	36.782	127.002	온궁로17	SKT2	[지상] 1/3층	
01232971633 (4987)	엔티모아	38.206	128.592	속초시 중앙로 175	SKT1	[지상] 1/3층	속초우체국
01232971211 (4988)	엔티모아	36.454	127.122	충남 공주시 반죽동 152-2	SKT2	[지하] 1/4층	공주우체국 지하전기실
01232972459 (4989)	엔티모아	36.454	127.122	충남 공주시 반죽동 152-2	SKT2	[지상] 1/4층	공주우체국 당직실
01232971357 (4990)	엔티모아	36.206	127.086	충남 논산시 화지동 55-4	SKT1	[지하] 1/5층	논산우체국
01232971981 (4991)	엔티모아	36.206	127.086	충남 논산시 화지동 55-4	SKT1	[지하] 1/5층	논산우체국
01232970964 (4992)	엔티모아	37.67	126.759	경기도 고양시 일산서구 주화로 80	SKT1	[지상] 1/2층	고양주엽동우체국
01232971401 (4993)	엔티모아	36.33	127.029	충남 공주시 통산로 171	SKT1	[지상] 1/1층	탄천우체국
01232972116 (4994)	엔티모아	36.554	126.95	중앙1길109	SKT1	[지상] 1/2층	유구우체국
01232970943 (4995)	엔티모아	36.501	127.025	충남 공주시 사곡면 산넘어길 6-1	SKT1	[지상] 1/2층	사곡우체국
01232973106 (4996)	엔티모아	37.37	126.934	경기 군포시 산본동 1062-1	SKT1	[지상] 1/2층	군포산본2동우체국
01232972464 (4997)	엔티모아	37.581	127.045	홍릉로10	SKT1	[지상] 1/5층	서울청량리우체국
01232971292 (4998)	엔티모아	37.655	126.623	양곡로 540	SKT1	[지상] 1/2층	양곡우체국
01232972854 (4999)	엔티모아	37.54	127.125	서울 강동구 구천면로 188	SKT1	[지상] 1/3층	서울천호동우체국
01232972326 (5000)	엔티모아	37.481	127.59	경기 양평군 용문로 315	SKT1	[지상] 1/4층	경기용문우체국
01232972826 (5001)	엔티모아	35.988	129.438	일월로46	SKT2	[지상] 1/층층	포항동해우체국
01232971744 (5002)	엔티모아	37.442	127.149	산성대로 301	SKT2	[지상] 1/7층	성남우체국
01232972889 (5003)	엔티모아	36.327	127.434	대전시 동구 대전로 757	SKT1	[지하] 2/9층	대전우체국
01232972118 (5004)	엔티모아	36.327	127.434	대전시 동구 대전로 757	SKT1	[지하] 1/9층	대전우체국
01232971718 (5005)	엔티모아	37.607	129.033	강원 강릉시 옥계면 현내리 408	SKT2	[지상] 1/2층	옥계우체국
01232971717 (5006)	엔티모아	37.267	127.033	인계로143	SKT1	[지하] 1/7층	동수원우체국
01232972092 (5007)	엔티모아	37.267	127.033	인계로 143	SKT1	[지하] 2/7층	동수원우체국
01232971941 (5008)	엔티모아	37.149	127.07	성호대로 85	SKT1	[지상] 3/3층	오산우체국
01232972175 (5009)	엔티모아	36.797	127.118	월봉로82	SKT1	[지상] 1/2층	천안쌍용2동우체국
01232971727 (5010)	엔티모아	35.522	127.787	화산리 1251-11	SKT1	[지상] 1/2층	
01232971889 (5011)	엔티모아	37.149	127.07	성호대로 85	SKT2	[지상] 1/3층	오산우체국
01232971082 (5012)	엔티모아	37.382	127.126	중앙공원로39번길31	SKT1	[지상] 2/3층	성남서현1동우체국
01232972911 (5013)	엔티모아	37.58	126.883	상암산로1길75	SKT1	[지상] 1/2층	서울상암디지털우체국
01227587831 (5014)	엔티모아	36.137	128.425	경북 구미시 옥계동 794-1	SKT1	[지상] 1/2층	구미양포동우체국
01232971947 (5015)	엔티모아	34.027	127.308	거문길 116	SKT1	[지상] 1/2층	거문파출소
